date,open,high,low,close,volume_base,quote_volume_usd,number_of_trades,taker_buy_base,taker_buy_quote,binance_symbol
2022-10-16,19068.4,19425.84,19063.74,19262.98,131894.61885,2531545363.3077006,3438605,66536.80449,1277129233.6607454,BTCUSDT
2022-10-17,19262.98,19676.96,19152.03,19549.86,222813.87634,4331666395.604673,5162979,111854.00525,2174642989.585405,BTCUSDT
2022-10-18,19548.48,19706.66,19091.0,19327.44,260313.07848,5065944973.464348,5588482,129478.25628,2520037025.607416,BTCUSDT
2022-10-19,19327.44,19360.16,19065.97,19123.97,186137.29538,3575041318.449784,4545820,92346.11007,1773769908.8877597,BTCUSDT
2022-10-20,19123.35,19347.82,18900.0,19041.92,223530.13068,4276025723.9947824,5391090,110662.16001,2117089562.3644776,BTCUSDT
2022-10-21,19041.92,19250.0,18650.0,19164.37,269310.75769,5126619487.86902,5679281,133589.01923,2543268174.8886347,BTCUSDT
2022-10-22,19164.37,19257.0,19112.72,19204.35,110403.90837,2117395641.1269212,2887106,54134.08243,1038228038.7109544,BTCUSDT
2022-10-23,19204.29,19695.0,19070.11,19570.4,167057.20184,3233393909.200977,3939703,84465.80483,1635057403.3351152,BTCUSDT
2022-10-24,19570.4,19601.15,19157.0,19329.72,256168.14467,4957159176.816838,5676899,126808.683,2453987281.1859627,BTCUSDT
2022-10-25,19330.6,20415.87,19237.0,20080.07,326370.67061,6454151276.520069,7214687,163350.80531,3230612090.8673344,BTCUSDT
2022-10-26,20079.02,21020.0,20050.41,20771.59,380492.69576,7833551674.485679,8512349,190912.96434,3930265900.9481273,BTCUSDT
2022-10-27,20771.61,20872.21,20200.0,20295.11,328643.57791,6771209922.011917,7748080,163139.47991,3361632657.413893,BTCUSDT
2022-10-28,20295.11,20750.0,20000.09,20591.84,287039.94569,5849603405.682575,6638096,143078.25276,2915977522.582497,BTCUSDT
2022-10-29,20591.84,21085.0,20554.01,20809.67,254881.77755,5303038321.457483,6255599,127941.56356,2662029299.90964,BTCUSDT
2022-10-30,20809.68,20931.21,20515.0,20627.48,192795.60886,3994389493.325891,4920007,96047.94574,1990076844.6331496,BTCUSDT
2022-10-31,20627.48,20845.92,20237.95,20490.74,303567.61628,6226304300.443864,6571526,151222.29645,3101777763.8604746,BTCUSDT
2022-11-01,20490.74,20700.0,20330.74,20483.62,279932.43771,5740102554.920829,5971938,139277.94706,2856018095.763569,BTCUSDT
2022-11-02,20482.81,20800.0,20048.04,20151.84,373716.27299,7633404092.430691,7431698,185785.97212,3795164791.221807,BTCUSDT
2022-11-03,20151.84,20393.32,20031.24,20207.82,319185.1544,6461673165.239642,6948227,159939.6187,3237968703.461187,BTCUSDT
2022-11-04,20207.12,21302.05,20180.96,21148.52,453694.39165,9409862204.986904,9249613,227403.70755,4716670352.08739,BTCUSDT
2022-11-05,21148.52,21480.65,21080.65,21299.37,245621.98525,5240395528.908201,5570832,123030.36163,2624930077.1572924,BTCUSDT
2022-11-06,21299.37,21365.27,20886.13,20905.58,230036.97217,4877535058.4127035,5268210,114034.06693,2418047871.809807,BTCUSDT
2022-11-07,20905.58,21069.77,20384.89,20591.13,386977.60337,8035052131.593452,8344242,191603.32017,3978525724.8740206,BTCUSDT
2022-11-08,20590.67,20700.88,17166.83,18547.23,760705.362783,14758384309.854223,14530601,374775.574085,7271200924.070387,BTCUSDT
2022-11-09,18545.38,18587.76,15588.0,15922.81,731926.929729,12737719697.394009,13605474,358702.788996,6245795114.512092,BTCUSDT
2022-11-10,15922.68,18199.0,15754.26,17601.15,608448.36432,10323294543.880354,12719887,302898.84757,5141663571.356439,BTCUSDT
2022-11-11,17602.45,17695.0,16361.6,17070.31,393552.86492,6725273822.837806,9900073,197414.69616,3374092512.561806,BTCUSDT
2022-11-12,17069.98,17119.1,16631.39,16812.08,167819.96035,2827930561.0063796,5046837,83267.92293,1403236127.923594,BTCUSDT
2022-11-13,16813.16,16954.28,16229.0,16329.85,184960.78846,3074280132.0535235,5382834,91914.44893,1527844645.634117,BTCUSDT
2022-11-14,16331.78,17190.0,15815.21,16619.46,380210.7775,6273920325.336827,9215128,189502.41248,3127495594.210764,BTCUSDT
2022-11-15,16617.72,17134.69,16527.72,16900.57,282461.84391,4758545355.786832,7200265,141015.70658,2375750102.4183183,BTCUSDT
2022-11-16,16900.57,17015.92,16378.61,16662.76,261493.40809,4362538338.565324,6297404,129644.72244,2162757428.721518,BTCUSDT
2022-11-17,16661.61,16751.0,16410.74,16692.56,228038.97873,3785204632.0142207,5352083,113347.39771,1881536908.0664897,BTCUSDT
2022-11-18,16692.56,17011.0,16546.04,16700.45,214224.18184,3588467560.373121,5114799,106366.35569,1781845353.094005,BTCUSDT
2022-11-19,16699.43,16822.41,16553.53,16700.68,104963.15558,1747627888.1295474,3142123,52397.34048,872445362.1257405,BTCUSDT
2022-11-20,16700.68,16753.33,16180.0,16280.23,154842.13478,2561165772.4957075,4557344,75959.10991,1256443330.0415068,BTCUSDT
2022-11-21,16279.5,16319.0,15476.0,15781.29,324096.997753,5188798317.004153,7440871,159995.4646,2561914108.924417,BTCUSDT
2022-11-22,15781.29,16315.0,15616.63,16226.94,239548.06623,3823612603.8030014,6276097,119384.47075,1905917090.2669597,BTCUSDT
2022-11-23,16227.96,16706.0,16160.2,16603.11,264927.70408,4368042618.50026,6260616,132804.37627,2189676204.366816,BTCUSDT
2022-11-24,16603.11,16812.63,16458.05,16598.95,206565.92346,3431724405.654768,5031851,103203.3193,1714660566.877812,BTCUSDT
2022-11-25,16599.55,16666.0,16342.81,16522.14,182089.49533,3003553172.229472,4396465,90187.55597,1487718711.084076,BTCUSDT
2022-11-26,16521.35,16701.99,16385.0,16458.57,181804.81666,3011990387.647429,3817130,89646.23245,1485219997.2638843,BTCUSDT
2022-11-27,16457.61,16600.0,16401.0,16428.78,162025.47607,2679048565.5213013,3362221,80097.04098,1324406073.6694643,BTCUSDT
2022-11-28,16428.77,16487.04,15995.27,16212.91,252695.40367,4096398587.3573136,5570407,125766.80639,2038825206.5401728,BTCUSDT
2022-11-29,16212.18,16548.71,16100.0,16442.53,248106.25009,4072651066.9994063,5206638,123715.14039,2030827592.4923496,BTCUSDT
2022-11-30,16442.91,17249.0,16428.3,17163.64,303019.80719,5123595199.505285,6519330,151764.57285,2566042182.996361,BTCUSDT
2022-12-01,17165.53,17324.0,16855.01,16977.37,232818.18218,3972607179.868572,5097720,116018.88867,1979692808.0070596,BTCUSDT
2022-12-02,16978.0,17105.73,16787.85,17092.74,202372.2062,3432385161.660257,4305515,99556.14105,1688510144.191262,BTCUSDT
2022-12-03,17092.13,17188.98,16858.74,16885.2,154542.57306,2622504252.8664527,3308694,76214.56604,1293351463.160912,BTCUSDT
2022-12-04,16885.2,17202.84,16878.25,17105.7,178619.13387,3040020095.0511775,3948990,89359.35165,1520945572.0768335,BTCUSDT
2022-12-05,17106.65,17424.25,16867.0,16966.35,233703.29225,4015334796.6037207,5138207,115508.19916,1984551471.316408,BTCUSDT
2022-12-06,16966.35,17107.01,16906.37,17088.96,218730.76883,3717926010.340586,4416864,108449.54144,1843473774.586164,BTCUSDT
2022-12-07,17088.96,17142.21,16678.83,16836.64,220657.41334,3723206794.305466,4284989,107803.05198,1819002376.492869,BTCUSDT
2022-12-08,16836.64,17299.0,16733.49,17224.1,236417.97804,4009427525.030412,4520282,117238.75694,1988377121.4173508,BTCUSDT
2022-12-09,17224.1,17360.0,17058.21,17128.56,238422.06465,4097973425.6973534,4282003,118031.91364,2028743141.4068208,BTCUSDT
2022-12-10,17128.56,17227.72,17092.0,17127.49,140573.97937,2411933258.8486,3032257,70355.34064,1207126756.2174747,BTCUSDT
2022-12-11,17127.49,17270.99,17071.0,17085.05,155286.47871,2663686104.0825615,3260722,77740.37478,1333501724.91499,BTCUSDT
2022-12-12,17085.05,17241.89,16871.85,17209.83,226227.49694,3844787581.481925,4463916,112286.94413,1908405023.8763015,BTCUSDT
2022-12-13,17208.93,18000.0,17080.14,17774.7,284462.9139,4983896040.378995,6242080,143922.84935,2521692886.9668703,BTCUSDT
2022-12-14,17775.82,18387.95,17660.94,17803.15,266681.22209,4779915721.484458,5743730,133308.11239,2389606669.9635315,BTCUSDT
2022-12-15,17804.01,17854.82,17275.51,17356.34,223701.96882,3923378677.833748,4789226,110193.63642,1932609296.7091348,BTCUSDT
2022-12-16,17356.96,17531.73,16527.32,16632.12,253379.04116,4308933187.65654,5703001,123374.83424,2098188985.0070968,BTCUSDT
2022-12-17,16631.5,16796.82,16579.85,16776.52,144825.66684,2417851422.2131248,3905843,72289.66495,1206885683.569382,BTCUSDT
2022-12-18,16777.54,16863.26,16663.07,16738.21,112619.31646,1884666030.099238,3369193,55539.12922,929480021.401935,BTCUSDT
2022-12-19,16739.0,16815.99,16256.3,16438.88,179094.28305,2981094033.013813,4681887,87610.2351,1458309480.7452483,BTCUSDT
2022-12-20,16438.88,17061.27,16397.2,16895.56,248808.92324,4176995653.545711,5945803,124217.3859,2085423621.7423255,BTCUSDT
2022-12-21,16896.15,16925.0,16723.0,16824.67,156810.96362,2638528723.736041,4375570,77675.35979,1307019850.0606217,BTCUSDT
2022-12-22,16824.68,16868.52,16559.85,16821.43,176044.27235,2949612072.0493026,4678640,87573.90221,1467281598.7190852,BTCUSDT
2022-12-23,16821.9,16955.14,16731.13,16778.5,161612.00947,2720021933.978926,4561020,81034.18553,1363871435.6135492,BTCUSDT
2022-12-24,16778.52,16869.99,16776.62,16836.12,100224.29096,1686757294.9926343,3076985,49578.22304,834395051.2711908,BTCUSDT
2022-12-25,16835.73,16857.96,16721.0,16832.11,125441.07202,2108857873.1916704,3570157,62073.54114,1043560797.0693524,BTCUSDT
2022-12-26,16832.11,16944.52,16791.0,16919.39,124564.00656,2099037538.631794,3915571,61741.18011,1040420821.2262526,BTCUSDT
2022-12-27,16919.39,16972.83,16592.37,16706.36,173749.58616,2918379509.5314097,5047628,86096.58586,1446098274.5653381,BTCUSDT
2022-12-28,16706.06,16785.19,16465.33,16547.31,193037.56577,3210894236.8123903,5465468,96118.18717,1598767893.1727967,BTCUSDT
2022-12-29,16547.32,16664.41,16488.91,16633.47,160998.47158,2671665748.0816226,4553877,80977.62443,1343799862.9950268,BTCUSDT
2022-12-30,16633.47,16677.35,16333.0,16607.48,164916.31174,2726831056.725026,4310415,82170.4749,1358631100.7592444,BTCUSDT
2022-12-31,16607.48,16644.09,16470.0,16542.4,114490.42864,1897047504.9188972,3344374,57021.06919,944834393.3413354,BTCUSDT
2023-01-01,16541.77,16628.0,16499.01,16616.75,96925.41374,1604793789.6772127,3218355,48548.78168,803841673.8350587,BTCUSDT
2023-01-02,16617.17,16799.23,16548.7,16672.87,121888.57191,2034683215.2678783,4036118,60925.25948,1017074780.6918064,BTCUSDT
2023-01-03,16672.78,16778.4,16605.28,16675.18,159541.53733,2662765916.3256683,5097596,79595.76246,1328471402.7136745,BTCUSDT
2023-01-04,16675.65,16991.87,16652.66,16850.36,220362.18862,3709833209.8453646,6310703,109747.11502,1847617011.3853767,BTCUSDT
2023-01-05,16850.36,16879.82,16753.0,16831.85,163473.56641,2751080253.8177333,4842014,80959.57162,1362471754.0532992,BTCUSDT
2023-01-06,16831.85,17041.0,16679.0,16950.65,207401.28415,3490305009.6881223,5388661,103320.22965,1738828235.2023003,BTCUSDT
2023-01-07,16950.31,16981.91,16908.0,16943.57,104526.5688,1770201710.2089734,3227161,51624.83107,874295207.6365123,BTCUSDT
2023-01-08,16943.83,17176.99,16911.0,17127.83,135155.89695,2291925699.958545,4036092,67200.6025,1139647002.7608511,BTCUSDT
2023-01-09,17127.83,17398.8,17104.66,17178.26,266211.52723,4590284350.546168,6327667,131748.52517,2271681164.7993326,BTCUSDT
2023-01-10,17179.04,17499.0,17146.34,17440.66,221382.42581,3829247653.731105,5448751,109377.45606,1891995855.287608,BTCUSDT
2023-01-11,17440.64,18000.0,17315.6,17943.26,262221.60653,4586965947.26355,5627464,129944.5693,2273368097.029264,BTCUSDT
2023-01-12,17943.26,19117.04,17892.05,18846.62,454568.32178,8348431207.846009,8911373,227295.33172,4174813798.3828607,BTCUSDT
2023-01-13,18846.62,20000.0,18714.12,19930.01,368615.87823,7061633461.444735,8021774,183448.89377,3515300890.305057,BTCUSDT
2023-01-14,19930.01,21258.0,19888.05,20954.92,393913.74951,8183071567.046188,8659545,197817.55209,4109568162.17042,BTCUSDT
2023-01-15,20952.76,21050.74,20551.01,20871.5,178542.22549,3710526606.1389647,5194354,88310.83908,1835436631.7038703,BTCUSDT
2023-01-16,20872.99,21474.05,20611.48,21185.65,293078.08262,6168654053.042638,6856434,145352.66942,3059597458.3853526,BTCUSDT
2023-01-17,21185.65,21647.45,20841.31,21134.81,275407.74409,5840585769.490093,6440138,137121.64311,2908227174.2490306,BTCUSDT
2023-01-18,21132.29,21650.0,20407.15,20677.47,350916.01949,7399719195.246726,7617173,173174.4169,3652037808.316215,BTCUSDT
2023-01-19,20677.47,21192.0,20659.19,21071.59,251385.84925,5243024330.011201,5819932,124924.23436,2605629874.089028,BTCUSDT
2023-01-20,21071.59,22755.93,20861.28,22667.21,338079.13659,7256172889.710531,7382435,170200.04869,3654038898.270929,BTCUSDT
2023-01-21,22666.0,23371.8,22422.0,22783.55,346445.48432,7938935168.532013,7796520,172663.17131,3956916674.402963,BTCUSDT
2023-01-22,22783.35,23078.71,22292.37,22707.88,253577.75286,5775552321.54412,6603827,125842.91663,2866409820.7225704,BTCUSDT
2023-01-23,22706.02,23180.0,22500.0,22916.45,293588.37938,6704191295.97568,7258655,145854.70936,3330927704.4836106,BTCUSDT
2023-01-24,22917.81,23162.2,22462.93,22632.89,293158.78254,6721432962.573842,7395584,144239.84356,3307407342.13858,BTCUSDT
2023-01-25,22631.94,23816.73,22300.0,23060.94,346042.83223,7875590359.115837,8060446,172647.90115,3929821773.965117,BTCUSDT
2023-01-26,23060.42,23282.47,22850.01,23009.65,288924.43581,6664592468.337928,7181086,143185.08341,3303064271.0511746,BTCUSDT
2023-01-27,23009.65,23500.0,22534.88,23074.16,280833.86315,6461707755.053915,7079096,139699.27638,3214623770.84504,BTCUSDT
2023-01-28,23074.16,23189.0,22878.46,23022.6,148115.71085,3408985411.316586,4181816,73861.83566,1700057503.749539,BTCUSDT
2023-01-29,23021.4,23960.54,22967.76,23742.3,295688.79204,6941922954.136406,7030837,149507.5061,3510026672.7997174,BTCUSDT
2023-01-30,23743.37,23800.51,22500.0,22826.15,302405.90121,7020727239.059652,7790224,149096.53066,3461492907.1726055,BTCUSDT
2023-01-31,22827.38,23320.0,22714.77,23125.13,264649.34909,6083858924.538485,6798411,133028.12717,3058369006.2406993,BTCUSDT
2023-02-01,23125.13,23812.66,22760.23,23732.66,310790.42271,7212542002.325099,7863213,156107.58478,3623730152.719127,BTCUSDT
2023-02-02,23731.41,24255.0,23363.27,23488.94,364177.20751,8673696845.80511,9102300,181814.20318,4330715913.906593,BTCUSDT
2023-02-03,23489.33,23715.7,23204.62,23431.9,332571.02904,7806490899.914181,8007846,166143.33246,3900042090.5163646,BTCUSDT
2023-02-04,23431.9,23587.78,23253.96,23326.84,166126.47295,3886777607.7960505,4852404,81863.93145,1915443497.6889515,BTCUSDT
2023-02-05,23327.66,23433.33,22743.0,22932.91,209251.33917,4842463016.833934,5903916,103885.22312,2404286621.1203337,BTCUSDT
2023-02-06,22932.91,23158.25,22628.13,22762.52,265371.6069,6076050768.117039,6956395,132350.52989,3030470974.62453,BTCUSDT
2023-02-07,22762.52,23350.25,22745.78,23240.46,308006.72482,7085929136.45685,8293878,154613.24744,3557209786.515369,BTCUSDT
2023-02-08,23242.42,23452.0,22665.85,22963.0,280056.30717,6457585647.820655,7896433,138627.72636,3196783919.630122,BTCUSDT
2023-02-09,22961.85,23011.39,21688.0,21796.35,402894.6955,9052973327.19716,9784291,199309.68374,4478800426.302857,BTCUSDT
2023-02-10,21797.83,21938.16,21451.0,21625.19,338591.94247,7369456394.906654,6993675,167419.66937,3644087094.706669,BTCUSDT
2023-02-11,21625.19,21906.32,21599.78,21862.55,177021.58433,3842000897.79758,4207940,87937.9597,1908638569.77981,BTCUSDT
2023-02-12,21862.02,22090.0,21630.0,21783.54,204435.65163,4469822441.4372015,4561903,101194.34699,2212545781.0931144,BTCUSDT
2023-02-13,21782.37,21894.99,21351.07,21773.97,295730.76791,6404813758.2696295,6503611,147221.38569,3188732830.1994424,BTCUSDT
2023-02-14,21774.63,22319.08,21532.77,22199.84,361958.40109,7938385476.792083,7695927,182006.71562,3991901041.9023833,BTCUSDT
2023-02-15,22199.84,24380.0,22047.28,24324.05,375669.16111,8604133693.663172,8335550,190798.1552,4372346767.103614,BTCUSDT
2023-02-16,24322.87,25250.0,23505.25,23517.72,450080.68366,11074988148.779009,11006793,224396.77566,5522891581.325578,BTCUSDT
2023-02-17,23517.72,25021.11,23339.37,24569.97,496813.21376,11968532252.057327,10895009,249087.94774,6001870488.345367,BTCUSDT
2023-02-18,24568.24,24877.0,24430.0,24631.95,216917.25213,5339920389.516133,6296097,107467.08761,2645647445.819601,BTCUSDT
2023-02-19,24632.05,25192.0,24192.57,24271.76,300395.99542,7408745406.624342,7660484,149680.28058,3692030229.980345,BTCUSDT
2023-02-20,24272.51,25121.23,23840.83,24842.2,346938.56997,8561226688.07291,9808728,174453.04334,4305469238.849921,BTCUSDT
2023-02-21,24843.89,25250.0,24148.34,24452.16,376000.82868,9280992344.428871,10712371,187029.49757,4617218785.187702,BTCUSDT
2023-02-22,24450.67,24476.05,23574.69,24182.21,379425.75365,9101745945.990707,11395957,188203.74268,4515001623.435452,BTCUSDT
2023-02-23,24182.21,24599.59,23608.0,23940.2,398400.45437,9596083721.512953,11396877,198080.68369,4771375630.511308,BTCUSDT
2023-02-24,23940.2,24132.35,22841.19,23185.29,343582.57453,8087524100.39044,11531424,170263.13353,4008150118.2168,BTCUSDT
2023-02-25,23184.04,23219.13,22722.0,23157.07,191311.8101,4406286300.272117,9124568,94440.13964,2175283940.9041314,BTCUSDT
2023-02-26,23157.07,23689.99,23059.18,23554.85,202323.73623,4716158181.22559,9506015,101003.39278,2354572412.6900682,BTCUSDT
2023-02-27,23554.85,23897.99,23106.77,23492.09,283706.0859,6659785788.329373,11754195,141360.04845,3318353869.99525,BTCUSDT
2023-02-28,23492.09,23600.0,23020.97,23141.57,264140.99894,6172930936.037335,9568743,131200.82704,3066249880.6703186,BTCUSDT
2023-03-01,23141.57,24000.0,23020.03,23628.97,315287.41737,7441571085.495408,9390487,157961.92667,3728256787.1100945,BTCUSDT
2023-03-02,23629.76,23796.93,23195.9,23465.32,239315.45219,5603770010.239548,7435815,119522.00584,2798797976.70041,BTCUSDT
2023-03-03,23465.32,23476.95,21971.13,22354.34,319954.19785,7167184765.7436495,8214639,156827.31366,3512245357.1861916,BTCUSDT
2023-03-04,22354.34,22410.0,22157.08,22346.57,121257.38132,2706422995.680256,4169260,60043.33153,1340204531.15407,BTCUSDT
2023-03-05,22346.57,22662.09,22189.22,22430.24,154841.75786,3473011455.187952,4835978,77394.35765,1735989090.899561,BTCUSDT
2023-03-06,22430.24,22602.19,22258.0,22410.0,203751.82957,4569102169.18569,6471278,102110.26304,2289889200.1667166,BTCUSDT
2023-03-07,22409.41,22557.91,21927.0,22197.96,292519.80912,6517594938.246053,7813394,145498.64219,3242136502.6546726,BTCUSDT
2023-03-08,22198.56,22287.0,21580.0,21705.44,301460.57272,6641171704.242421,8018963,150008.02488,3304860256.104994,BTCUSDT
2023-03-09,21704.37,21834.99,20042.72,20362.22,443658.28584,9403028764.707773,10076702,217900.59621,4619803522.043237,BTCUSDT
2023-03-10,20362.21,20367.78,19549.09,20150.69,618456.4671,12344992788.912497,12106261,308155.80993,6151475123.535514,BTCUSDT
2023-03-11,20150.69,20686.51,19765.03,20455.73,427831.82133,8651590672.468525,10412300,213151.47855,4310534195.909292,BTCUSDT
2023-03-12,20455.73,22150.0,20270.6,21997.11,430944.94288,8982418413.80114,9721933,218639.0688,4558127964.925805,BTCUSDT
2023-03-13,21998.05,24500.0,21813.88,24113.48,687889.31259,15824996078.605639,14820760,346688.17025,7976620081.706098,BTCUSDT
2023-03-14,24112.27,26386.87,23976.42,24670.41,699360.93423,17465307097.88407,15223589,351739.11994,8783916247.676138,BTCUSDT
2023-03-15,24670.41,25196.97,23896.95,24285.66,581450.72984,14291005743.897852,12613034,291192.86696,7157472156.962334,BTCUSDT
2023-03-16,24285.66,25167.4,24123.0,24998.78,439421.32998,10847330151.941004,10418081,220403.30289,5441432259.260846,BTCUSDT
2023-03-17,24998.78,27756.84,24890.0,27395.13,624460.68091,16476681071.24338,13113359,318022.61356,8392477832.002321,BTCUSDT
2023-03-18,27395.13,27724.85,26578.0,26907.49,371238.97174,10135945069.642628,9948603,185687.70768,5070480124.593879,BTCUSDT
2023-03-19,26907.49,28390.1,26827.22,27972.87,372066.99054,10264707987.594164,9578297,188150.56147,5191102286.400918,BTCUSDT
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,13300424536.514921,11775950,239765.29148,6680704887.5321455,BTCUSDT
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,11760492716.33759,11530870,210472.34027,5880942507.63001,BTCUSDT
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,6272099822.449624,3589327,110355.97386,3089585214.115064,BTCUSDT
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,3591123573.1149583,2159091,65172.02479,1819323637.2903445,BTCUSDT
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,2403443392.0273013,1511137,41449.56122,1155147465.7389932,BTCUSDT
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,1397227639.2141378,1088721,25326.94876,696042529.0839624,BTCUSDT
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,1380973402.9961205,1068196,25248.15818,702028235.0573264,BTCUSDT
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,2407130888.034605,1575264,43151.91539,1179905180.6135278,BTCUSDT
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,2124533606.765556,1521981,38972.61486,1053473599.2587688,BTCUSDT
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,2519887866.2111588,1704217,45742.08025,1288220696.4926782,BTCUSDT
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,2808471938.6424427,1843652,49100.20979,1394972886.7062368,BTCUSDT
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,2203253311.777351,1537349,39636.47111,1117184234.1868577,BTCUSDT
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,860804237.452269,822781,15171.37738,431931567.4827481,BTCUSDT
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,1053600933.0676804,938464,17897.01839,504647268.0863643,BTCUSDT
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,2214361048.7823668,1651062,40534.82008,1133865764.0916288,BTCUSDT
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,1397141464.875036,1102007,25083.95234,704845402.4191409,BTCUSDT
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,1721098539.0660567,1262730,30556.88672,865971090.1704682,BTCUSDT
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,1122713087.5561826,934548,19308.64369,540384260.8568,BTCUSDT
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,691323748.9286413,655634,11983.13367,334559478.4702819,BTCUSDT
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,545324518.6860753,624159,9729.24214,272366679.3440387,BTCUSDT
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,913915923.6951956,777589,16885.70757,474454325.3569296,BTCUSDT
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,1955300943.1708305,1285695,36147.62326,1043138687.5916125,BTCUSDT
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,2046078278.0821176,1340458,34766.92718,1046250622.2934568,BTCUSDT
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,1863497606.1415305,1246556,31136.38576,935223730.572567,BTCUSDT
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,1571091101.1299672,1054144,26767.65298,809748635.0025868,BTCUSDT
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,2323267494.38023,1504180,38406.59006,1174371283.5651665,BTCUSDT
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,772211097.614016,732418,12424.34509,377293528.31290674,BTCUSDT
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,801322926.1525651,708233,13163.73591,399115587.0035981,BTCUSDT
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,1675287761.4330356,1137294,26880.17771,797711012.8071816,BTCUSDT
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,1861001491.9786973,1141562,32417.57068,972769560.730304,BTCUSDT
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,2541283888.3034472,1699891,41467.78872,1217556267.201096,BTCUSDT
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,2198854031.424746,1434642,36919.58585,1055949765.7724996,BTCUSDT
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,2164667611.9354606,1463628,38419.13612,1070540576.475792,BTCUSDT
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.69686,989379475.3218232,859500,18612.89655,511200971.6362268,BTCUSDT
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,959389698.7572552,873485,17610.47671,485328645.6943109,BTCUSDT
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,1458406515.6404212,1211080,25641.28044,704079582.6514921,BTCUSDT
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,1446329375.242731,1087067,26833.47192,742069216.9989536,BTCUSDT
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,3719701461.909163,2261942,64540.55521,1857698379.2654004,BTCUSDT
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,2784859692.36462,1990148,48601.97474,1418439305.6179047,BTCUSDT
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,1590683771.668198,1129240,26659.2164,780784851.5470375,BTCUSDT
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,599466910.0466621,619319,10024.59978,293627195.7058327,BTCUSDT
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,1172155267.8761897,949458,19894.27252,586711670.5560739,BTCUSDT
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,1828221138.95444,1362793,30761.9269,872712018.1808255,BTCUSDT
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,1441733922.0116444,1174697,24789.36748,703206831.7801807,BTCUSDT
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,1845961218.843244,1502909,32291.20998,922549963.250758,BTCUSDT
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,1233816136.1606576,961542,20470.2124,593281438.9381377,BTCUSDT
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,1709786814.901134,1288027,29071.98606,850975342.6424302,BTCUSDT
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,1429517892.780502,1221021,23315.95073,676717267.0117224,BTCUSDT
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,865838535.326382,855425,14904.01102,430162358.6294252,BTCUSDT
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,1903052694.6684127,1600637,32347.56935,901988104.11036,BTCUSDT
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,1106923908.3058467,1003698,20094.09737,554561922.8053713,BTCUSDT
